Gene_ID,Public_Name,Class,Targets,
WBGene00000687,col-113,unk,WBGene00000687,
WBGene00000688,col-114,unk,WBGene00000688,
WBGene00000689,col-115,unk,WBGene00000689,
WBGene00000690,col-116,unk,WBGene00000690,
WBGene00000691,col-117,unk,WBGene00000691,
WBGene00000692,col-118,unk,WBGene00000692,
WBGene00000693,col-119,unk,WBGene00000693,
WBGene00000694,col-120,unk,WBGene00000694,
WBGene00000695,col-121,unk,WBGene00000695,
WBGene00000696,col-122,unk,WBGene00000696,
WBGene00000697,col-123,unk,WBGene00000697,
WBGene00000698,col-124,unk,WBGene00000698,
WBGene00000699,col-125,unk,WBGene00000699,
WBGene00000700,col-126,unk,WBGene00000700,
WBGene00000701,col-127,unk,WBGene00000701,
WBGene00000702,col-128,unk,WBGene00000702,
WBGene00000703,col-129,unk,WBGene00000703,
WBGene00000704,col-130,unk,WBGene00000704,
WBGene00000705,col-131,unk,WBGene00000705,
WBGene00000706,col-132,unk,WBGene00000706,
WBGene00000707,col-133,unk,WBGene00000707,
WBGene00000708,col-135,unk,WBGene00000708,
WBGene00000709,col-136,WAGO,WBGene00000709,
WBGene00000710,col-137,unk,WBGene00000710,
WBGene00000711,col-138,unk,WBGene00000711,
WBGene00000712,col-139,unk,WBGene00000712,
WBGene00000713,col-140,unk,WBGene00000713,
WBGene00000714,col-141,unk,WBGene00000714,
WBGene00000715,col-142,unk,WBGene00000715,
WBGene00000716,col-143,unk,WBGene00000716,
WBGene00000717,col-144,unk,WBGene00000717,
WBGene00000718,col-145,unk,WBGene00000718,
WBGene00000719,col-146,unk,WBGene00000719,
WBGene00000720,col-147,unk,WBGene00000720,
WBGene00000721,col-148,unk,WBGene00000721,
WBGene00000722,col-149,unk,WBGene00000722,
WBGene00000723,col-150,unk,WBGene00000723,
WBGene00000724,col-151,unk,WBGene00000724,
WBGene00000725,col-152,unk,WBGene00000725,
WBGene00000726,col-153,unk,WBGene00000726,
WBGene00000727,col-154,WAGO,WBGene00000727,
WBGene00000728,col-155,WAGO,WBGene00000728,
WBGene00000729,col-156,unk,WBGene00000729,
WBGene00000730,col-157,WAGO,WBGene00000730,
WBGene00000731,col-158,unk,WBGene00000731,
WBGene00000732,col-159,unk,WBGene00000732,
WBGene00000733,col-160,unk,WBGene00000733,
WBGene00000734,col-161,unk,WBGene00000734,
WBGene00000735,col-162,unk,WBGene00000735,
WBGene00000736,col-163,unk,WBGene00000736,
WBGene00000737,col-164,unk,WBGene00000737,
WBGene00000738,col-165,unk,WBGene00000738,
WBGene00000739,col-166,unk,WBGene00000739,
WBGene00000740,col-167,unk,WBGene00000740,
WBGene00000741,col-168,unk,WBGene00000741,
WBGene00000742,col-169,unk,WBGene00000742,
WBGene00000743,col-170,unk,WBGene00000743,
WBGene00000744,col-171,unk,WBGene00000744,
WBGene00000745,col-172,unk,WBGene00000745,
WBGene00000746,col-173,unk,WBGene00000746,
WBGene00000747,col-174,unk,WBGene00000747,
WBGene00000748,col-175,unk,WBGene00000748,
WBGene00000749,col-176,unk,WBGene00000749,
WBGene00000750,col-177,unk,WBGene00000750,
WBGene00000751,col-178,unk,WBGene00000751,
WBGene00000752,col-179,unk,WBGene00000752,
WBGene00000753,col-180,unk,WBGene00000753,
WBGene00000754,col-181,unk,WBGene00000754,
WBGene00000755,col-182,unk,WBGene00000755,
WBGene00000756,col-183,unk,WBGene00000756,
WBGene00000757,col-184,unk,WBGene00000757,
WBGene00000758,col-185,unk,WBGene00000758,
WBGene00000759,col-186,WAGO,WBGene00000759,
WBGene00000760,col-187,unk,WBGene00000760,
WBGene00000761,coq-1,CSR,WBGene00000761,
WBGene00000762,coq-2,WAGO,WBGene00000762,
WBGene00000763,coq-3,CSR,WBGene00000763,
WBGene00000764,coq-4,CSR,WBGene00000764,
WBGene00000765,coq-5,CSR,WBGene00000765,
WBGene00000766,coq-6,unk,WBGene00000766,
WBGene00000767,coq-8,CSR,WBGene00000767,
WBGene00000768,cor-1,unk,WBGene00000768,
WBGene00000770,cpb-1,WAGO,WBGene00000770,
WBGene00000771,cpb-2,ALG,WBGene00000771,
WBGene00000772,cpb-3,CSR,WBGene00000772,
WBGene00000773,cpf-1,CSR,WBGene00000773,
WBGene00000774,cpf-2,CSR,WBGene00000774,
WBGene00000775,cpin-1,WAGO,WBGene00000775,
WBGene00000776,cpl-1,unk,WBGene00000776,
WBGene00000777,cpn-1,ALG,WBGene00000777,
WBGene00000778,cpn-2,unk,WBGene00000778,
WBGene00000779,cpn-3,unk,WBGene00000779,
WBGene00000780,cpn-4,WAGO,WBGene00000780,
WBGene00000781,cpr-1,unk,WBGene00000781,
WBGene00000782,cpr-2,unk,WBGene00000782,
WBGene00000783,cpr-3,unk,WBGene00000783,
WBGene00000784,cpr-4,unk,WBGene00000784,
WBGene00000785,cpr-5,unk,WBGene00000785,
WBGene00000786,cpr-6,unk,WBGene00000786,
WBGene00000787,cps-6,WAGO,WBGene00000787,
WBGene00000788,cpz-1,ERGO,WBGene00000788,
WBGene00000789,cpz-2,unk,WBGene00000789,
WBGene00000792,crb-1,unk,WBGene00000792,
WBGene00000793,crh-1,unk,WBGene00000793,
WBGene00000794,crn-1,CSR,WBGene00000794,
WBGene00000795,crn-2,unk,WBGene00000795,
WBGene00000796,crn-3,CSR,WBGene00000796,
WBGene00000797,crn-4,unk,WBGene00000797,
WBGene00000798,crn-5,CSR,WBGene00000798,
WBGene00000799,crn-6,unk,WBGene00000799,
WBGene00000800,cars-1,unk,WBGene00000800,
WBGene00000801,cars-2,WAGO,WBGene00000801,
WBGene00000802,crt-1,ALG,WBGene00000802,
WBGene00000803,csb-1,WAGO,WBGene00000803,
WBGene00000804,csc-1,CSR,WBGene00000804,
WBGene00000812,csk-1,WAGO,WBGene00000812,
WBGene00000813,csn-1,CSR,WBGene00000813,
WBGene00000814,csn-2,CSR,WBGene00000814,
WBGene00000815,csn-3,CSR,WBGene00000815,
WBGene00000816,csn-4,CSR,WBGene00000816,
WBGene00000817,csn-5,CSR,WBGene00000817,
WBGene00000818,csn-6,CSR,WBGene00000818,
WBGene00000819,csp-1,WAGO,WBGene00000819,
WBGene00000820,csp-2,WAGO,WBGene00000820,
WBGene00000821,csp-3,WAGO,WBGene00000821,
WBGene00000822,csq-1,unk,WBGene00000822,
WBGene00000829,ctb-1,ALG,WBGene00000829,
WBGene00000830,ctl-1,CSR,WBGene00000830,
WBGene00000831,ctl-2,unk,WBGene00000831,
WBGene00000832,ctn-1,unk,WBGene00000832,
WBGene00000833,cts-1,unk,WBGene00000833,
WBGene00000834,cua-1,CSR,WBGene00000834,
WBGene00000835,cuc-1,CSR,WBGene00000835,
WBGene00000836,cul-1,ALG,WBGene00000836,
WBGene00000837,cul-2,CSR,WBGene00000837,
WBGene00000838,cul-3,CSR,WBGene00000838,
WBGene00000839,cul-4,CSR,WBGene00000839,
WBGene00000840,cul-5,CSR,WBGene00000840,
WBGene00000841,cul-6,unk,WBGene00000841,
WBGene00000843,cup-2,ALG,WBGene00000843,
WBGene00000845,cup-4,unk,WBGene00000845,
WBGene00000846,cup-5,CSR,WBGene00000846,
WBGene00000851,cut-1,unk,WBGene00000851,
WBGene00000853,cut-6,unk,WBGene00000853,
WBGene00000854,cux-7,CSR,WBGene00000854,
WBGene00000857,cwn-1,WAGO,WBGene00000857,
WBGene00000858,cwn-2,unk,WBGene00000858,
WBGene00000859,cwp-1,unk,WBGene00000859,
WBGene00000860,cwp-2,unk,WBGene00000860,
WBGene00000861,cwp-3,unk,WBGene00000861,
WBGene00000862,cwp-4,unk,WBGene00000862,
WBGene00000863,cya-1,CSR,WBGene00000863,
WBGene00000864,cya-2,WAGO,WBGene00000864,
WBGene00000865,cyb-1,CSR,WBGene00000865,
WBGene00000866,cyb-2.1,CSR,WBGene00000866,
WBGene00000867,cyb-2.2,CSR,WBGene00000867,
WBGene00000868,cyb-3,CSR,WBGene00000868,
WBGene00000869,cyc-1,CSR,WBGene00000869,
WBGene00000870,cyd-1,unk,WBGene00000870,
WBGene00000871,cye-1,CSR,WBGene00000871,
WBGene00000872,cyk-1,CSR,WBGene00000872,
WBGene00000874,cyk-3,CSR,WBGene00000874,
WBGene00000875,cyk-4,ALG,WBGene00000875,
WBGene00000876,cyl-1,CSR,WBGene00000876,
WBGene00000877,cyn-1,CSR,WBGene00000877,
WBGene00000878,cyn-2,ALG,WBGene00000878,
WBGene00000879,cyn-3,unk,WBGene00000879,
WBGene00000880,cyn-4,CSR,WBGene00000880,
WBGene00000881,cyn-5,ALG,WBGene00000881,
WBGene00000882,cyn-6,unk,WBGene00000882,
WBGene00000883,cyn-7,CSR,WBGene00000883,
WBGene00000884,cyn-8,CSR,WBGene00000884,
WBGene00000885,cyn-9,CSR,WBGene00000885,
WBGene00000886,cyn-10,unk,WBGene00000886,
WBGene00000887,cyn-11,unk,WBGene00000887,
WBGene00000888,cyn-12,unk,WBGene00000888,
WBGene00000889,cyn-13,CSR,WBGene00000889,
WBGene00000890,sig-7,unk,WBGene00000890,
WBGene00000891,cyn-15,CSR,WBGene00000891,
WBGene00000892,cyn-16,CSR,WBGene00000892,
WBGene00000893,cyn-17,unk,WBGene00000893,
WBGene00000894,dab-1,CSR,WBGene00000894,
WBGene00000895,dac-1,WAGO,WBGene00000895,
WBGene00000896,dad-1,ALG,WBGene00000896,
WBGene00000897,daf-1,unk,WBGene00000897,
WBGene00000898,daf-2,WAGO,WBGene00000898,
WBGene00000899,daf-3,WAGO,WBGene00000899,
WBGene00000900,daf-4,CSR,WBGene00000900,
WBGene00000901,daf-5,CSR,WBGene00000901,
WBGene00000902,daf-6,unk,WBGene00000902,
WBGene00000903,daf-7,WAGO,WBGene00000903,
WBGene00000904,daf-8,unk,WBGene00000904,
WBGene00000905,daf-9,unk,WBGene00000905,
WBGene00000906,daf-10,unk,WBGene00000906,
WBGene00000907,daf-11,unk,WBGene00000907,
WBGene00000908,daf-12,unk,WBGene00000908,
WBGene00000910,daf-14,unk,WBGene00000910,
WBGene00000911,daf-15,unk,WBGene00000911,
WBGene00000912,daf-16,WAGO,WBGene00000912,
WBGene00000913,daf-18,CSR,WBGene00000913,
WBGene00000914,daf-19,unk,WBGene00000914,
WBGene00000915,hsp-90,ALG,WBGene00000915,
WBGene00000917,daf-25,unk,WBGene00000917,
WBGene00000920,daf-28,unk,WBGene00000920,
WBGene00000923,daf-31,CSR,WBGene00000923,
WBGene00000928,dao-2,unk,WBGene00000928,
WBGene00000929,dao-3,unk,WBGene00000929,
WBGene00000930,dao-4,unk,WBGene00000930,
WBGene00000931,dao-5,CSR,WBGene00000931,
WBGene00000932,dao-6,unk,WBGene00000932,
WBGene00000933,dap-3,CSR,WBGene00000933,
WBGene00000934,dat-1,unk,WBGene00000934,
WBGene00000935,daz-1,CSR,WBGene00000935,
WBGene00000936,dbl-1,unk,WBGene00000936,
WBGene00000937,dbr-1,unk,WBGene00000937,
WBGene00000938,dcp-66,WAGO,WBGene00000938,
WBGene00000939,dcr-1,CSR,WBGene00000939,
WBGene00000940,dcs-1,CSR,WBGene00000940,
WBGene00000941,ddp-1,unk,WBGene00000941,
WBGene00000942,deb-1,unk,WBGene00000942,
WBGene00000950,deg-1,WAGO,WBGene00000950,
WBGene00000951,deg-3,unk,WBGene00000951,
WBGene00000952,del-1,unk,WBGene00000952,
WBGene00000953,del-2,unk,WBGene00000953,
WBGene00000955,des-2,unk,WBGene00000955,
WBGene00000958,dgk-1,unk,WBGene00000958,
WBGene00000959,dgk-2,WAGO,WBGene00000959,
WBGene00000960,dgk-3,unk,WBGene00000960,
WBGene00000961,dgn-1,unk,WBGene00000961,
WBGene00000962,dhc-1,CSR,WBGene00000962,
WBGene00000963,dhp-1,unk,WBGene00000963,
WBGene00000964,dhp-2,unk,WBGene00000964,
WBGene00000965,dhs-1,CSR,WBGene00000965,
WBGene00000966,dhs-2,unk,WBGene00000966,
WBGene00000967,dhs-3,unk,WBGene00000967,
WBGene00000968,dhs-4,unk,WBGene00000968,
WBGene00000969,dhs-5,unk,WBGene00000969,
WBGene00000970,dhs-6,CSR,WBGene00000970,
WBGene00000971,dhs-7,unk,WBGene00000971,
WBGene00000972,dhs-8,unk,WBGene00000972,
WBGene00000973,dhs-9,unk,WBGene00000973,
WBGene00000974,dhs-11,unk,WBGene00000974,
WBGene00000975,dhs-12,unk,WBGene00000975,
WBGene00000976,dhs-13,CSR,WBGene00000976,
WBGene00000977,dhs-14,unk,WBGene00000977,
WBGene00000978,dhs-15,unk,WBGene00000978,
WBGene00000979,dhs-16,unk,WBGene00000979,
WBGene00000980,dhs-17,unk,WBGene00000980,
WBGene00000981,dhs-18,unk,WBGene00000981,
WBGene00000982,dhs-19,WAGO,WBGene00000982,
WBGene00000983,dhs-20,unk,WBGene00000983,
WBGene00000984,dhs-21,unk,WBGene00000984,
WBGene00000985,dhs-22,unk,WBGene00000985,
WBGene00000986,dhs-23,unk,WBGene00000986,
WBGene00000987,dhs-24,CSR,WBGene00000987,
WBGene00000988,dhs-25,CSR,WBGene00000988,
WBGene00000989,dhs-26,unk,WBGene00000989,
WBGene00000990,dhs-27,unk,WBGene00000990,
WBGene00000991,dhs-28,unk,WBGene00000991,
WBGene00000992,dhs-29,unk,WBGene00000992,
WBGene00000993,dhs-30,unk,WBGene00000993,
WBGene00000994,ints-6,unk,WBGene00000994,
WBGene00000995,die-1,CSR,WBGene00000995,
WBGene00000996,dif-1,CSR,WBGene00000996,
WBGene00000998,dig-1,ERGO,WBGene00000998,
WBGene00001000,dim-1,unk,WBGene00001000,
WBGene00001001,dis-3,unk,WBGene00001001,
WBGene00001002,div-1,CSR,WBGene00001002,
WBGene00001005,dlc-1,ALG,WBGene00001005,
WBGene00001006,dlg-1,unk,WBGene00001006,
WBGene00001007,dli-1,CSR,WBGene00001007,
WBGene00001008,dlk-1,WAGO,WBGene00001008,
WBGene00001016,dna-2,CSR,WBGene00001016,
WBGene00001017,dnc-1,CSR,WBGene00001017,
WBGene00001018,dnc-2,CSR,WBGene00001018,
WBGene00001019,dnj-1,CSR,WBGene00001019,
WBGene00001020,dnj-2,ALG,WBGene00001020,
WBGene00001021,dnj-3,unk,WBGene00001021,
WBGene00001022,dnj-4,unk,WBGene00001022,
WBGene00001023,dnj-5,ALG,WBGene00001023,
WBGene00001025,dnj-7,WAGO,WBGene00001025,
WBGene00001026,dnj-8,unk,WBGene00001026,
WBGene00001027,dnj-9,CSR,WBGene00001027,
WBGene00001028,dnj-10,CSR,WBGene00001028,
WBGene00001029,dnj-11,CSR,WBGene00001029,
WBGene00001030,dnj-12,CSR,WBGene00001030,
WBGene00001031,dnj-13,CSR,WBGene00001031,
WBGene00001032,dnj-14,CSR,WBGene00001032,
WBGene00001033,dnj-15,CSR,WBGene00001033,
WBGene00001034,dnj-16,unk,WBGene00001034,
WBGene00001035,dnj-17,CSR,WBGene00001035,
WBGene00001036,dnj-18,unk,WBGene00001036,
WBGene00001037,dnj-19,ALG,WBGene00001037,
WBGene00001038,dnj-20,ALG,WBGene00001038,
WBGene00001039,dnj-21,unk,WBGene00001039,
WBGene00001040,dnj-22,CSR,WBGene00001040,
WBGene00001041,dnj-23,CSR,WBGene00001041,
WBGene00001042,dnj-24,WAGO,WBGene00001042,
WBGene00001043,dnj-25,CSR,WBGene00001043,
WBGene00001044,dnj-26,unk,WBGene00001044,
WBGene00001045,dnj-27,unk,WBGene00001045,
WBGene00001046,dnj-28,ALG,WBGene00001046,
WBGene00001047,dnj-29,CSR,WBGene00001047,
WBGene00001048,dnj-30,CSR,WBGene00001048,
WBGene00001049,dog-1,CSR,WBGene00001049,
WBGene00001050,dom-3,unk,WBGene00001050,
WBGene00001051,cks-1,CSR,WBGene00001051,
WBGene00001052,dop-1,unk,WBGene00001052,
WBGene00001053,dop-2,unk,WBGene00001053,
WBGene00001054,dpf-1,unk,WBGene00001054,
WBGene00001055,dpf-2,unk,WBGene00001055,
WBGene00001056,dpf-3,unk,WBGene00001056,
WBGene00001057,dpf-4,CSR,WBGene00001057,
WBGene00001058,dpf-5,CSR,WBGene00001058,
WBGene00001059,dpf-6,unk,WBGene00001059,
WBGene00001060,dpf-7,CSR,WBGene00001060,
WBGene00001061,dpl-1,CSR,WBGene00001061,
WBGene00001062,dpr-1,unk,WBGene00001062,
WBGene00001063,dpy-1,unk,WBGene00001063,
WBGene00001064,dpy-2,unk,WBGene00001064,
WBGene00001065,dpy-3,unk,WBGene00001065,
WBGene00001066,dpy-4,unk,WBGene00001066,
WBGene00001067,dpy-5,unk,WBGene00001067,
WBGene00001068,dpy-6,unk,WBGene00001068,
WBGene00001069,dpy-7,unk,WBGene00001069,
WBGene00001070,dpy-8,unk,WBGene00001070,
WBGene00001071,dpy-9,unk,WBGene00001071,
WBGene00001072,dpy-10,unk,WBGene00001072,
WBGene00001073,dpy-11,unk,WBGene00001073,
WBGene00001074,dpy-13,unk,WBGene00001074,
WBGene00001075,dpy-14,unk,WBGene00001075,
WBGene00001076,dpy-17,unk,WBGene00001076,
WBGene00001077,dpy-18,unk,WBGene00001077,
WBGene00001078,dpy-19,unk,WBGene00001078,
WBGene00001079,dpy-20,unk,WBGene00001079,
WBGene00001080,dpy-21,CSR,WBGene00001080,
WBGene00001081,dpy-22,CSR,WBGene00001081,
WBGene00001082,dpy-23,unk,WBGene00001082,
WBGene00001085,dpy-26,CSR,WBGene00001085,
WBGene00001086,dpy-27,CSR,WBGene00001086,
WBGene00001087,dpy-28,CSR,WBGene00001087,
WBGene00001088,dpy-30,CSR,WBGene00001088,
WBGene00001089,dre-1,unk,WBGene00001089,
WBGene00001090,drh-1,CSR,WBGene00001090,
WBGene00001091,drh-2,unk,WBGene00001091,
WBGene00001092,dro-1,CSR,WBGene00001092,
WBGene00001093,drp-1,CSR,WBGene00001093,
WBGene00001094,dars-1,unk,WBGene00001094,
WBGene00001095,dars-2,CSR,WBGene00001095,
WBGene00001096,dsc-1,unk,WBGene00001096,
WBGene00001099,dsc-4,unk,WBGene00001099,
WBGene00001101,dsh-1,unk,WBGene00001101,
WBGene00001102,dsh-2,CSR,WBGene00001102,
WBGene00001103,dsl-1,unk,WBGene00001103,
WBGene00001104,dsl-2,unk,WBGene00001104,
WBGene00001105,dsl-3,unk,WBGene00001105,
WBGene00001106,dsl-4,unk,WBGene00001106,
WBGene00001107,dsl-5,unk,WBGene00001107,
WBGene00001108,dsl-6,unk,WBGene00001108,
WBGene00001109,dsl-7,unk,WBGene00001109,
WBGene00001110,duo-1,CSR,WBGene00001110,
WBGene00001111,duo-2,WAGO,WBGene00001111,
WBGene00001112,duo-3,unk,WBGene00001112,
WBGene00001113,dur-1,unk,WBGene00001113,
WBGene00001115,dyb-1,unk,WBGene00001115,
WBGene00001116,dyc-1,unk,WBGene00001116,
WBGene00001117,dyf-1,unk,WBGene00001117,
WBGene00001118,dyf-2,unk,WBGene00001118,
WBGene00001119,dyf-3,WAGO,WBGene00001119,
WBGene00001121,dyf-5,unk,WBGene00001121,
WBGene00001122,dyf-6,unk,WBGene00001122,
WBGene00001123,dyf-7,unk,WBGene00001123,
WBGene00001127,dyf-11,unk,WBGene00001127,
WBGene00001129,dyf-13,unk,WBGene00001129,
WBGene00001130,dyn-1,CSR,WBGene00001130,
WBGene00001131,dys-1,WAGO,WBGene00001131,
WBGene00001132,alp-1,unk,WBGene00001132,
WBGene00001133,eat-2,unk,WBGene00001133,
WBGene00001134,eat-3,unk,WBGene00001134,
WBGene00001135,eat-4,unk,WBGene00001135,
WBGene00001136,eat-5,unk,WBGene00001136,
WBGene00001137,eat-6,CSR,WBGene00001137,
WBGene00001145,eat-16,WAGO,WBGene00001145,
WBGene00001147,eat-18,WAGO,WBGene00001147,
WBGene00001148,eat-20,CSR,WBGene00001148,
WBGene00001149,bcat-1,unk,WBGene00001149,
WBGene00001150,ech-1.1,unk,WBGene00001150,
WBGene00001151,ech-2,CSR,WBGene00001151,
WBGene00001152,ech-3,unk,WBGene00001152,
WBGene00001153,ech-4,ALG,WBGene00001153,
WBGene00001154,ech-5,CSR,WBGene00001154,
WBGene00001155,ech-6,ALG,WBGene00001155,
WBGene00001156,ech-7,unk,WBGene00001156,
WBGene00001157,ech-8,unk,WBGene00001157,
WBGene00001158,ech-9,unk,WBGene00001158,
WBGene00001159,eff-1,unk,WBGene00001159,
WBGene00001160,efk-1,CSR,WBGene00001160,
WBGene00001161,efl-1,CSR,WBGene00001161,
WBGene00001162,efl-2,CSR,WBGene00001162,
WBGene00001163,efn-2,unk,WBGene00001163,
WBGene00001164,efn-3,unk,WBGene00001164,
WBGene00001165,efn-4,unk,WBGene00001165,
WBGene00001166,eftu-2,CSR,WBGene00001166,
WBGene00001167,eef-2,ALG,WBGene00001167,
WBGene00001168,eef-1A.1,ALG,WBGene00001168,
WBGene00001169,eef-1A.2,unk,WBGene00001169,
WBGene00001170,egl-1,unk,WBGene00001170,
WBGene00001171,egl-2,unk,WBGene00001171,
WBGene00001172,egl-3,unk,WBGene00001172,
WBGene00001173,egl-4,CSR,WBGene00001173,
WBGene00001174,egl-5,unk,WBGene00001174,
WBGene00001175,egl-6,CSR,WBGene00001175,
WBGene00001177,egl-8,WAGO,WBGene00001177,
WBGene00001178,egl-9,unk,WBGene00001178,
WBGene00001179,egl-10,unk,WBGene00001179,
WBGene00001182,egl-13,unk,WBGene00001182,
WBGene00001184,egl-15,unk,WBGene00001184,
WBGene00001185,egl-17,unk,WBGene00001185,
WBGene00001186,egl-18,CSR,WBGene00001186,
WBGene00001187,egl-19,unk,WBGene00001187,
WBGene00001188,egl-20,WAGO,WBGene00001188,
WBGene00001189,egl-21,WAGO,WBGene00001189,
WBGene00001190,egl-23,unk,WBGene00001190,
WBGene00001193,egl-26,CSR,WBGene00001193,
WBGene00001194,egl-27,CSR,WBGene00001194,
WBGene00001196,egl-30,WAGO,WBGene00001196,
WBGene00001202,egl-36,unk,WBGene00001202,
WBGene00001204,egl-38,unk,WBGene00001204,
WBGene00001207,egl-43,unk,WBGene00001207,
WBGene00001208,egl-44,unk,WBGene00001208,
WBGene00001209,egl-45,CSR,WBGene00001209,
WBGene00001210,egl-46,unk,WBGene00001210,
WBGene00001211,egl-47,unk,WBGene00001211,
WBGene00001214,ego-1,CSR,WBGene00001214,
WBGene00001215,ego-2,unk,WBGene00001215,
WBGene00001223,ehn-3,unk,WBGene00001223,
WBGene00001224,ehs-1,CSR,WBGene00001224,
WBGene00001225,eif-3.B,CSR,WBGene00001225,
WBGene00001226,eif-3.C,CSR,WBGene00001226,
WBGene00001227,eif-3.D,ALG,WBGene00001227,
WBGene00001228,eif-3.E,CSR,WBGene00001228,
WBGene00001229,eif-3.F,CSR,WBGene00001229,
WBGene00001230,eif-3.G,ALG,WBGene00001230,
WBGene00001231,eif-3.H,CSR,WBGene00001231,
WBGene00001232,eif-3.I,CSR,WBGene00001232,
WBGene00001233,eif-3.K,CSR,WBGene00001233,
WBGene00001234,eif-6,CSR,WBGene00001234,
WBGene00001235,elb-1,CSR,WBGene00001235,
WBGene00001236,elc-1,unk,WBGene00001236,
WBGene00001237,elc-2,unk,WBGene00001237,
WBGene00001239,elo-1,unk,WBGene00001239,
WBGene00001240,elo-2,unk,WBGene00001240,
WBGene00001241,elo-3,CSR,WBGene00001241,
WBGene00001242,elo-4,unk,WBGene00001242,
WBGene00001243,elo-5,unk,WBGene00001243,
WBGene00001244,elo-6,unk,WBGene00001244,
WBGene00001245,elo-7,ALG,WBGene00001245,
WBGene00001246,elo-8,ALG,WBGene00001246,
WBGene00001247,elo-9,WAGO,WBGene00001247,
WBGene00001248,elp-1,unk,WBGene00001248,
WBGene00001249,elt-1,unk,WBGene00001249,
WBGene00001250,elt-2,unk,WBGene00001250,
WBGene00001251,elt-3,unk,WBGene00001251,
WBGene00001252,elt-4,unk,WBGene00001252,
WBGene00001253,elt-6,unk,WBGene00001253,
WBGene00001258,emb-4,CSR,WBGene00001258,
WBGene00001259,emb-5,CSR,WBGene00001259,
WBGene00001262,emb-8,CSR,WBGene00001262,
WBGene00001263,emb-9,unk,WBGene00001263,
WBGene00001281,emb-27,CSR,WBGene00001281,
WBGene00001284,emb-30,CSR,WBGene00001284,
WBGene00001303,sec-61.G,ALG,WBGene00001303,
WBGene00001309,emr-1,CSR,WBGene00001309,
WBGene00001310,end-1,unk,WBGene00001310,
WBGene00001311,end-3,unk,WBGene00001311,
WBGene00001320,ent-1,CSR,WBGene00001320,
WBGene00001324,eor-1,unk,WBGene00001324,
WBGene00001325,eor-2,WAGO,WBGene00001325,
WBGene00001328,epi-1,CSR,WBGene00001328,
WBGene00001329,epn-1,CSR,WBGene00001329,
WBGene00001330,eps-8,CSR,WBGene00001330,
WBGene00001331,erd-2.1,unk,WBGene00001331,
WBGene00001332,eri-1,CSR,WBGene00001332,
WBGene00001333,erm-1,unk,WBGene00001333,
WBGene00001334,ero-1,ALG,WBGene00001334,
WBGene00001335,F35A5.8,WAGO,WBGene00001335,
WBGene00001336,qars-1,CSR,WBGene00001336,
WBGene00001337,ears-1,CSR,WBGene00001337,
WBGene00001338,ears-2,unk,WBGene00001338,
WBGene00001340,etr-1,CSR,WBGene00001340,
WBGene00001345,fos-1,unk,WBGene00001345,
WBGene00001352,evl-14,CSR,WBGene00001352,
WBGene00001358,evl-20,CSR,WBGene00001358,
WBGene00001362,exc-1,unk,WBGene00001362,
WBGene00001365,exc-4,CSR,WBGene00001365,
WBGene00001366,exc-5,unk,WBGene00001366,
WBGene00001368,exc-7,unk,WBGene00001368,
WBGene00001371,exl-1,ALG,WBGene00001371,
WBGene00001372,exo-3,CSR,WBGene00001372,
WBGene00001373,exp-1,unk,WBGene00001373,
WBGene00001374,exp-2,unk,WBGene00001374,
WBGene00001377,eya-1,unk,WBGene00001377,
WBGene00001385,far-1,unk,WBGene00001385,
WBGene00001386,far-2,unk,WBGene00001386,
WBGene00001387,far-3,unk,WBGene00001387,
WBGene00001388,far-4,unk,WBGene00001388,
WBGene00001389,far-5,unk,WBGene00001389,
WBGene00001390,far-6,unk,WBGene00001390,
WBGene00001391,far-7,unk,WBGene00001391,
WBGene00001392,far-8,unk,WBGene00001392,
WBGene00001393,fat-1,unk,WBGene00001393,
