gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
WBGene00000387	F16B4.8a.1,F16B4.8b.1,F16B4.8c.1,F16B4.8d	1920.79	1776.63	732.00	17.29	20.23
WBGene00000388	ZK637.11.1	1138.00	993.85	1592.00	67.24	78.64
WBGene00000389	R05H5.2.1	953.00	808.85	14.00	0.73	0.85
WBGene00000390	R07G3.1.1	1346.00	1201.85	3001.00	104.81	122.59
WBGene00000391	C47D2.2.1	903.00	758.85	89.00	4.92	5.76
WBGene00000392	F49E8.4.1	635.00	490.85	434.00	37.11	43.41
WBGene00000393	C15B12.7a.1,C15B12.7a.2,C15B12.7b.1,C15B12.7b.2,C15B12.7c.1	1999.51	1855.35	682.00	15.43	18.05
WBGene00000395	ZK112.7.1	10252.00	10107.85	697.00	2.89	3.39
WBGene00000396	F25F2.2.1	13422.00	13277.85	8106.00	25.63	29.97
WBGene00000397	F08B4.2a.1,F08B4.2b.1,F08B4.2c.1,F08B4.2d.1	4875.53	4731.37	90.00	0.80	0.93
WBGene00000399	R05H10.6.1	4424.00	4279.85	44.00	0.43	0.50
WBGene00000401	F59C12.1.1	2194.00	2049.85	29.00	0.59	0.69
WBGene00000402	C45G7.5.1	5402.00	5257.85	25.00	0.20	0.23
WBGene00000403	B0034.3a.1,B0034.3b.1,B0034.3c.1	2868.13	2723.98	816.00	12.57	14.71
WBGene00000405	T05G5.3.1	1185.00	1040.85	4999.00	201.60	235.79
WBGene00000406	F18H3.5.1	1231.00	1086.85	260.00	10.04	11.74
WBGene00000407	T27E9.3.1	1057.00	912.85	1087.00	49.98	58.46
WBGene00000408	Y39G10AL.3.1,Y39G10AL.3.2,Y39G10AL.3.3	1122.96	978.81	2194.00	94.09	110.04
WBGene00000409	F39H11.3.1	2010.00	1865.85	2435.00	54.78	64.07
WBGene00000410	H25P06.2a.1,H25P06.2b.1	1596.15	1452.00	878.00	25.38	29.69
WBGene00000411	R06F6.1.1	1600.00	1455.85	4335.00	124.99	146.18
WBGene00000412	F35E8.11.1	948.00	803.85	36.00	1.88	2.20
WBGene00000413	Y54E10A.15.1	2651.00	2506.85	1416.00	23.71	27.73
WBGene00000414	ZK1236.2.1	1240.00	1095.85	490.00	18.77	21.95
WBGene00000415	Y47H9C.4a.1,Y47H9C.4b.1,Y47H9C.4c.1,Y47H9C.4d.1	3589.32	3445.17	2363.00	28.79	33.67
WBGene00000416	Y41D4B.13a.1,Y41D4B.13b.1,Y41D4B.13c.1	690.96	565.61	1659.00	123.12	144.00
WBGene00000417	C48D1.2a.1,C48D1.2b.1	2193.91	2049.76	2583.00	52.90	61.86
WBGene00000418	C35D10.9a.1,C35D10.9b.1	1857.79	1713.63	1449.00	35.49	41.51
WBGene00000419	C02F4.1.1	5644.00	5499.85	5742.00	43.82	51.25
WBGene00000420	F56D2.7.1	1689.00	1544.85	1307.00	35.51	41.53
WBGene00000421	C48B4.4a.1,C48B4.4a.2,C48B4.4b.1,C48B4.4c.1,C48B4.4d.1	5504.21	5360.06	7958.00	62.32	72.89
WBGene00000422	F08F1.5.1	1581.00	1436.85	178.00	5.20	6.08
WBGene00000423	T07C4.8.1	1285.00	1140.85	1587.00	58.39	68.29
WBGene00000424	C09G12.8a.1,C09G12.8b.1	1661.00	1516.85	1019.00	28.20	32.98
WBGene00000425	ZK512.3.1	4370.00	4225.85	142.00	1.41	1.65
WBGene00000426	Y106G6E.5a.1,Y106G6E.5b.1	2273.76	2129.60	2596.00	51.17	59.85
WBGene00000427	R09F10.9.1	412.00	267.92	1.00	0.16	0.18
WBGene00000428	F16H11.4.1	843.00	698.85	13.00	0.78	0.91
WBGene00000429	C27A12.5.1	856.00	711.85	6.00	0.35	0.41
WBGene00000430	C16C2.1.1	600.00	455.85	8.00	0.74	0.86
WBGene00000431	K02B12.1.1	1795.00	1650.85	34.00	0.86	1.01
WBGene00000432	C34C6.8.1	308.00	164.63	0.00	0.00	0.00
WBGene00000433	ZK265.4a.1,ZK265.4b.1,ZK265.4c.1	1233.00	1088.85	1.00	0.04	0.05
WBGene00000434	Y65B4BR.9.1	797.00	652.85	1.00	0.06	0.08
WBGene00000435	W03A3.1.1	1127.00	982.85	10.00	0.43	0.50
WBGene00000436	F33D11.4a.1,F33D11.4b.1	410.00	268.88	0.00	0.00	0.00
WBGene00000437	R13A5.5.1	921.00	776.85	62.00	3.35	3.92
WBGene00000438	F46C8.5.1	1903.00	1758.85	7.00	0.17	0.20
WBGene00000439	C13G5.1.1,C13G5.1.2	900.00	755.85	6.00	0.33	0.39
WBGene00000440	D1007.1.1	914.00	769.85	5.00	0.27	0.32
WBGene00000441	ZC64.3.1	2535.00	2390.85	196.00	3.44	4.02
WBGene00000442	F20D12.6a.1,F20D12.6b.1	532.00	387.85	6.00	0.65	0.76
WBGene00000443	F31E3.1.1	1279.00	1134.85	709.00	26.22	30.67
WBGene00000444	T26C11.6.1	2586.00	2441.85	455.00	7.82	9.15
WBGene00000445	F29F11.5a.1,F29F11.5b.1,F29F11.5c.1,F29F11.5d.1,F29F11.5e.1	1042.00	897.85	17.00	0.79	0.93
WBGene00000446	ZK652.5.1	1044.00	899.85	15.00	0.70	0.82
WBGene00000447	F55B12.1.1	1056.00	911.85	7.00	0.32	0.38
WBGene00000448	K12H4.1.1	2272.00	2127.85	37.00	0.73	0.85
WBGene00000449	F46F3.1a.1,F46F3.1a.2,F46F3.1b.1	754.81	610.67	15.00	1.03	1.21
WBGene00000450	K03A11.3.1	720.00	575.85	0.00	0.00	0.00
WBGene00000451	C33D12.7.1,C33D12.7.2	1036.00	891.85	11.00	0.52	0.61
WBGene00000452	C33D12.1.1	1124.00	979.85	5.00	0.21	0.25
WBGene00000453	W05E10.3.1	1862.00	1717.85	117.00	2.86	3.34
WBGene00000454	C10G8.7.1	880.00	735.85	3.00	0.17	0.20
WBGene00000455	C10G8.6.1	1110.00	965.85	16.00	0.70	0.81
WBGene00000457	C37E2.4.1	1167.00	1022.85	16.00	0.66	0.77
WBGene00000458	C37E2.5a.1,C37E2.5b.1,C37E2.5c.1,C37E2.5d.1	1237.72	1093.57	71.00	2.73	3.19
WBGene00000459	F22D3.1a.1,F22D3.1a.2,F22D3.1b.1,F22D3.1b.2,F22D3.1c.1,F22D3.1c.2,F22D3.1d.1,F22D3.1d.2,F22D3.1e.1,F22D3.1e.2,F22D3.1f.1,F22D3.1g.1,F22D3.1h.1,F22D3.1h.2,F22D3.1i.1,F22D3.1j.1,F22D3.1k.1,F22D3.1k.2,F22D3.1l.1,F22D3.1m.1,F22D3.1n.1,F22D3.1o.1,F22D3.1p.1,F22D3.1p.2	2592.61	2448.45	2728.00	46.77	54.70
WBGene00000460	T26C11.7.1	1834.00	1689.85	543.00	13.49	15.78
WBGene00000461	F17A2.5.1	1181.00	1036.85	190.00	7.69	9.00
WBGene00000462	T26C11.5.1	1386.00	1241.85	257.00	8.69	10.16
WBGene00000463	C28A5.4a.1,C28A5.4b.1	1029.83	885.68	102.00	4.83	5.65
WBGene00000464	Y54F10AM.4a.1,Y54F10AM.4b.1,Y54F10AM.4c.1	2344.22	2200.07	2295.00	43.79	51.21
WBGene00000465	C07G2.1a.1,C07G2.1b.1	1886.74	1742.59	58452.00	1408.00	1646.75
WBGene00000466	C03D6.3a.1,C03D6.3b.1	2146.00	2001.85	2175.00	45.61	53.34
WBGene00000467	F52B5.5a.1,F52B5.5b.1,F52B5.5b.2,F52B5.5b.3,F52B5.5b.4	1636.87	1492.71	2408.00	67.71	79.20
WBGene00000468	F43G9.11.1	990.00	845.85	6.00	0.30	0.35
WBGene00000469	ZK909.4.1	1006.00	861.85	21.00	1.02	1.20
WBGene00000472	F33A8.3.1	1381.00	1236.85	1275.00	43.27	50.61
WBGene00000473	F46F11.2.1	1011.00	866.85	35675.00	1727.51	2020.43
WBGene00000474	M01E11.5.1	990.00	845.85	16313.00	809.54	946.81
WBGene00000475	Y39A1C.3.1	1183.00	1038.85	10951.00	442.49	517.52
WBGene00000476	T23D8.8.1	2229.00	2084.85	71.00	1.43	1.67
WBGene00000477	C18C4.2.1	3881.00	3736.85	87.00	0.98	1.14
WBGene00000478	F27E11.3.1	2075.00	1930.85	77.00	1.67	1.96
WBGene00000479	C07H6.5.1	2273.00	2128.85	11862.00	233.89	273.55
WBGene00000480	Y38C9A.2a.1,Y38C9A.2b.1,Y38C9A.2c.1	2140.00	1995.85	1819.00	38.26	44.74
WBGene00000481	ZC416.8b.1	2073.00	1928.85	48.00	1.04	1.22
WBGene00000482	T14G8.1.1	5561.00	5416.85	1666.00	12.91	15.10
WBGene00000483	C55B7.12a.1,C55B7.12b.1	776.00	631.85	0.00	0.00	0.00
WBGene00000484	F38G1.1.1	2355.00	2210.85	4.00	0.08	0.09
WBGene00000485	F18C12.1.1	12568.00	12423.85	221.00	0.75	0.87
WBGene00000487	C23H5.7.1	1968.00	1823.85	0.00	0.00	0.00
WBGene00000488	F26D11.10a.1,F26D11.10b.1,F26D11.10c.1,F26D11.10d.1	1985.03	1840.87	26.00	0.59	0.69
WBGene00000490	C27A7.4.1	4383.00	4238.85	12.00	0.12	0.14
WBGene00000491	B0024.8a.1,B0024.8b.1,B0024.8c.1,B0024.8d.1	3024.68	2880.53	39.00	0.57	0.66
WBGene00000492	F59C6.7a.1,F59C6.7b.1	1062.82	918.67	11.00	0.50	0.59
WBGene00000493	F56H1.1.1	3033.00	2888.85	30.00	0.44	0.51
WBGene00000496	T25G3.2.1,T25G3.2.2	4283.47	4139.32	18863.00	191.28	223.72
WBGene00000497	F48A11.1a.1,F48A11.1b.1,F48A11.1c.1	5260.32	5116.16	125.00	1.03	1.20
WBGene00000498	Y39H10A.7a.1,Y39H10A.7b.1	1683.00	1538.85	2299.00	62.71	73.34
WBGene00000499	Y60A3A.12.1	2532.00	2387.85	360.97	6.35	7.42
WBGene00000500	T09B4.10.1	1133.00	988.85	2335.00	99.12	115.93
WBGene00000501	C48D1.3.1	1967.00	1822.85	62.00	1.43	1.67
WBGene00000502	Y110A7A.13.1	1192.00	1047.85	1455.00	58.29	68.17
WBGene00000503	C04F6.3.1	2041.00	1896.85	959.00	21.22	24.82
WBGene00000506	H14E04.5.1	1000.00	855.85	665.00	32.62	38.15
WBGene00000507	F44B9.4a.1	1976.00	1831.85	798.00	18.29	21.39
WBGene00000508	F44B9.3a.1,F44B9.3b.1,F44B9.3b.2	2152.83	2008.67	841.00	17.57	20.55
WBGene00000509	C28D4.2a.1,C28D4.2b.1,C28D4.2c.1	1631.59	1487.44	1801.00	50.82	59.44
WBGene00000510	C52B9.1a.1,C52B9.1b.1,C52B9.1b.2	1619.73	1475.58	76.00	2.16	2.53
WBGene00000511	B0285.8.1	1360.00	1215.85	81.00	2.80	3.27
WBGene00000512	B0285.9.1	1198.00	1053.85	596.00	23.74	27.76
WBGene00000513	B0285.10.1	1107.00	962.85	3.00	0.13	0.15
WBGene00000514	F22F7.5a.1,F22F7.5b	1307.40	1163.24	282.00	10.18	11.90
WBGene00000515	T27A10.3a.1,T27A10.3b.1,T27A10.3b.2	1162.10	1017.94	531.00	21.90	25.61
WBGene00000516	T05A6.1.1	809.00	664.85	13.00	0.82	0.96
WBGene00000517	T05A6.2a.1,T05A6.2a.2,T05A6.2b.1,T05A6.2b.2,T05A6.2c.1	1302.65	1158.50	589.00	21.34	24.96
WBGene00000518	C05H8.1a.1,C05H8.1b.1	1901.90	1757.74	130.00	3.10	3.63
WBGene00000519	Y47D3A.4.1	2109.00	1964.85	1499.00	32.02	37.45
WBGene00000520	R07E5.8a.1,R07E5.8a.2,R07E5.8b.1,R07E5.8c.1	2255.67	2111.52	2195.00	43.64	51.03
WBGene00000521	C15C8.2.1	2300.00	2155.85	1.00	0.02	0.02
WBGene00000522	C09F12.1.1,C09F12.1.2	689.57	545.42	402.00	30.94	36.18
WBGene00000523	C01C10.1a.1,C01C10.1b.1	891.02	746.86	51.00	2.87	3.35
WBGene00000524	ZK563.4a.1,ZK563.4b.1	821.00	676.85	45.00	2.79	3.26
WBGene00000525	T05A10.2.1	669.00	524.85	10.00	0.80	0.94
WBGene00000526	C01C10.4.1	1205.00	1060.85	53.00	2.10	2.45
WBGene00000527	C36B1.1a.1,C36B1.1b.1,C36B1.1c.1,C36B1.1d.1	2349.68	2205.52	813.00	15.47	18.10
WBGene00000528	T27D12.2a.1,T27D12.2b.1	3064.70	2920.55	445.00	6.40	7.48
WBGene00000529	B0491.8a.1,B0491.8b.1,B0491.8c.1	3035.18	2891.02	38.00	0.55	0.65
WBGene00000530	E04F6.11a.1,E04F6.11a.2,E04F6.11a.3,E04F6.11a.4,E04F6.11b,E04F6.11c.1,E04F6.11d.1,E04F6.11e.1,E04F6.11f.1,E04F6.11g.1,E04F6.11h.1,E04F6.11i.1	3649.52	3505.37	810.00	9.70	11.34
WBGene00000531	T06F4.2a.1,T06F4.2b.1	3290.91	3146.76	33.00	0.44	0.51
WBGene00000532	C07H4.2.1	2688.00	2543.85	2041.00	33.68	39.39
WBGene00000533	R07B7.1.1	2660.00	2515.85	1730.00	28.86	33.76
WBGene00000534	R01B10.1a.1,R01B10.1b	601.37	457.21	2437.00	223.73	261.67
WBGene00000535	K08B4.6.1	556.00	411.85	1596.00	162.66	190.25
WBGene00000536	ZC395.2.1	740.00	595.85	697.00	49.10	57.43
WBGene00000537	C07H6.6.1	2809.00	2664.85	2447.00	38.54	45.08
WBGene00000539	F07B10.1a.1,F07B10.1b.1	1423.53	1279.38	132.00	4.33	5.07
WBGene00000540	C01G8.2.1	1395.00	1250.85	334.00	11.21	13.11
WBGene00000541	ZC190.1.1	1374.00	1229.85	49.00	1.67	1.96
WBGene00000542	C06G4.2a.1,C06G4.2a.2,C06G4.2b.1,C06G4.2b.2,C06G4.2c.1,C06G4.2d.1	2693.68	2549.53	1289.00	21.22	24.82
WBGene00000543	T04A8.16.1	2551.00	2406.85	2163.00	37.72	44.12
WBGene00000544	Y47H10A.1.1	2378.00	2233.85	36.00	0.68	0.79
WBGene00000545	Y39A3CL.5a.1,Y39A3CL.5b.1	2306.00	2161.85	387.00	7.51	8.79
WBGene00000546	Y77E11A.10.1	2069.00	1924.85	52.28	1.14	1.33
WBGene00000547	Y77E11A.11a.1,Y77E11A.11b.1	2281.76	2137.61	1352.72	26.56	31.07
WBGene00000548	F56D1.4a.1,F56D1.4b.1,F56D1.4c,F56D1.4d.1,F56D1.4e.1	4771.64	4627.49	4356.00	39.51	46.21
WBGene00000549	R107.6a.1,R107.6b.1	3343.56	3199.40	2860.00	37.52	43.89
WBGene00000550	F55H2.6.1	4405.00	4260.85	12101.00	119.21	139.43
WBGene00000551	C50F7.2.1	1677.00	1532.85	2.00	0.05	0.06
WBGene00000552	T21H3.3a.1,T21H3.3b.1	973.14	829.15	1902.00	96.29	112.62
WBGene00000553	K07A9.2.1	1742.00	1597.85	25.00	0.66	0.77
WBGene00000554	F55C10.1a.1,F55C10.1b.1	945.09	800.94	377.00	19.76	23.11
WBGene00000555	R09B5.2.1	189.00	55.39	2.00	1.52	1.77
WBGene00000556	R09B5.3a.1,R09B5.3a.2,R09B5.3b.1	350.00	206.14	133.00	27.08	31.67
WBGene00000557	R09B5.8.1	443.00	298.88	137.00	19.24	22.50
WBGene00000558	R09B5.9.1	435.00	290.89	101.00	14.57	17.05
WBGene00000559	R09B5.10.1	207.00	70.16	0.00	0.00	0.00
WBGene00000560	Y46E12A.1.1	462.00	317.87	1.00	0.13	0.15
WBGene00000561	C34E10.7.1	3318.00	3173.85	9.00	0.12	0.14
WBGene00000562	F14H8.6a,F14H8.6b.1,F14H8.6b.2,F14H8.6c	2341.89	2197.74	47.00	0.90	1.05
WBGene00000563	F38E11.12.1	1959.00	1814.85	4.00	0.09	0.11
WBGene00000564	R01H10.8.1	3047.00	2902.85	881.00	12.74	14.90
WBGene00000565	Y17G7B.15a.1,Y17G7B.15b.1,Y17G7B.15c.1,Y17G7B.15d.1	2597.35	2453.20	638.00	10.92	12.77
WBGene00000566	Y39A1A.15a.1,Y39A1A.15b.1,Y39A1A.15b.2,Y39A1A.15c.1,Y39A1A.15e.1,Y39A1A.15e.2,Y39A1A.15e.3,Y39A1A.15f.1,Y39A1A.15g.1	3200.36	3056.21	2431.00	33.39	39.05
WBGene00000567	ZK632.6a.1,ZK632.6b.1	2020.20	1876.05	6839.00	153.02	178.97
WBGene00000583	C48E7.5.1	1633.00	1488.85	36.00	1.01	1.19
WBGene00000584	R03C1.3a.1,R03C1.3b.1	909.31	765.15	10.00	0.55	0.64
WBGene00000585	C06G3.10.1	2205.00	2060.85	2877.00	58.60	68.54
WBGene00000591	K08A8.3a.1,K08A8.3b.1,K08A8.3c.1,K08A8.3d.1	2929.00	2784.85	411.00	6.19	7.25
WBGene00000592	F08H9.1.1	2121.00	1976.85	1360.00	28.88	33.77
WBGene00000593	W01B6.7.1	966.00	821.85	2.00	0.10	0.12
WBGene00000594	T28C6.6.1	972.00	827.85	251.37	12.75	14.91
WBGene00000596	C15A11.5.1	1569.00	1424.85	50.97	1.50	1.76
WBGene00000597	F11H8.3.1	921.00	776.85	27136.00	1466.25	1714.88
WBGene00000598	F54B11.1.1	1020.00	875.85	0.00	0.00	0.00
WBGene00000599	B0222.8.1	966.00	821.85	556.04	28.40	33.22
WBGene00000601	F15H10.1.1,F15H10.1.2,F15H10.1.3	1132.55	988.40	445.25	18.91	22.12
WBGene00000602	F15H10.2.1	1063.00	918.85	305.75	13.97	16.34
WBGene00000603	C46A5.3a.1,C46A5.3b.1	1062.87	918.71	180.01	8.22	9.62
WBGene00000606	F11G11.10.1	1094.00	949.85	83.25	3.68	4.30
WBGene00000608	ZK1193.1.1	932.00	787.85	20178.00	1075.06	1257.36
WBGene00000609	F11G11.11.1	994.00	849.85	27467.95	1356.70	1586.75
WBGene00000610	F36A4.6.1	1011.00	866.85	5.00	0.24	0.28
WBGene00000611	F36A4.10.1	964.00	819.85	64.00	3.28	3.83
WBGene00000612	C15A11.1.1	1029.00	884.85	0.00	0.00	0.00
WBGene00000613	C27H5.5.1	1254.00	1109.85	1.00	0.04	0.04
WBGene00000614	ZK863.2.1	993.00	848.85	1.00	0.05	0.06
WBGene00000615	F54C9.4.1	926.00	781.85	269.00	14.44	16.89
WBGene00000616	C09G5.4.1	1037.00	892.85	201.05	9.45	11.05
WBGene00000617	T13B5.4.1	1054.00	909.85	3.00	0.14	0.16
WBGene00000618	T10B10.1.1	1380.00	1235.85	9.00	0.31	0.36
WBGene00000620	ZC513.8.1	1081.00	936.85	67.00	3.00	3.51
WBGene00000621	F54B11.2.1	1020.00	875.85	1.00	0.05	0.06
WBGene00000622	F53G12.7a.1,F53G12.7b.1	970.73	826.58	31.00	1.57	1.84
WBGene00000623	Y18H1A.13.1	2791.00	2646.85	4.00	0.06	0.07
WBGene00000624	Y18H1A.12a.1,Y18H1A.12b.1	519.00	374.85	1.00	0.11	0.13
WBGene00000625	Y54E10BL.2.1	922.00	777.85	67.00	3.62	4.23
WBGene00000626	K09H9.3.1	912.00	767.85	100.00	5.47	6.39
WBGene00000627	T28F2.6.1,T28F2.6.2	1326.00	1181.85	0.00	0.00	0.00
WBGene00000628	T28F2.8.1	1269.00	1124.85	0.00	0.00	0.00
WBGene00000629	D1007.2.1,D1007.2.2	976.00	831.85	0.00	0.00	0.00
WBGene00000630	M01A12.1.1	901.00	756.85	37.00	2.05	2.40
WBGene00000631	F33D11.3.1	936.00	791.85	5.00	0.27	0.31
WBGene00000632	T05E7.2.1	465.00	320.87	0.00	0.00	0.00
WBGene00000633	T08B2.2.1	966.00	821.85	0.00	0.00	0.00
WBGene00000634	F26B1.4.1	997.00	852.85	8.00	0.39	0.46
WBGene00000636	F22D6.10.1	1127.00	982.85	82.00	3.50	4.10
WBGene00000637	C01H6.1.1	986.00	841.85	6.00	0.30	0.35
WBGene00000638	C15A11.6.1	1023.00	878.85	135.03	6.45	7.54
WBGene00000639	ZK265.2.1	1221.00	1076.85	142.00	5.54	6.47
WBGene00000640	F52F12.2.1	1360.00	1215.85	18.00	0.62	0.73
WBGene00000641	K08C9.4.1	996.00	851.85	51.00	2.51	2.94
WBGene00000642	F15D3.3	639.00	494.85	0.00	0.00	0.00
WBGene00000644	C50D2.4.1	1106.00	961.85	19.00	0.83	0.97
WBGene00000645	K01A2.7.1	1443.00	1298.85	4.00	0.13	0.15
WBGene00000646	H17B01.2.1	1401.00	1256.85	0.00	0.00	0.00
WBGene00000647	Y49F6B.10.1	1312.00	1167.85	130.00	4.67	5.46
WBGene00000648	W09G10.1a.1,W09G10.1b.1	894.00	749.85	0.00	0.00	0.00
WBGene00000649	F11G11.12.1	980.00	835.85	227.79	11.44	13.38
WBGene00000650	ZK1248.2.1	1592.00	1447.85	20.00	0.58	0.68
WBGene00000651	K03H9.2.1	948.00	803.85	1.00	0.05	0.06
WBGene00000652	M110.1.1	1634.00	1489.85	164.00	4.62	5.40
WBGene00000653	M195.1.1	1024.00	879.85	266.00	12.69	14.84
WBGene00000654	W07A12.5.1	1013.00	868.85	0.00	0.00	0.00
WBGene00000655	C09G5.3.1	905.00	760.85	17.00	0.94	1.10
WBGene00000656	C09G5.5.1	1040.00	895.85	11111.95	520.66	608.95
WBGene00000657	F38A3.1.1	1025.00	880.85	1130.00	53.85	62.98
WBGene00000658	F33A8.9.1	1106.00	961.85	44.44	1.94	2.27
WBGene00000659	K12D12.3.1	1052.00	907.85	2.00	0.09	0.11
WBGene00000660	T21B4.2.1	1037.00	892.85	8.00	0.38	0.44
WBGene00000661	Y81G3A.5a.1,Y81G3A.5b.1	694.30	550.15	9.00	0.69	0.80
WBGene00000662	Y39G8C.4.1	1871.00	1726.85	2.00	0.05	0.06
WBGene00000663	W05G11.3.1	909.00	764.85	77.00	4.23	4.94
WBGene00000664	F17C8.2.1	987.00	842.85	16.00	0.80	0.93
WBGene00000665	C29E4.1.1	1131.00	986.85	55.00	2.34	2.74
WBGene00000666	F09G8.6.1	983.00	838.85	42.00	2.10	2.46
WBGene00000667	W05B2.6.1	1003.00	858.85	990.67	48.42	56.63
WBGene00000668	W05B2.5.1	1001.00	856.85	27807.35	1362.24	1593.23
WBGene00000669	W05B2.1.1	1017.00	872.85	4169.70	200.52	234.52
WBGene00000670	Y41C4A.16.1	1052.00	907.85	11632.95	537.87	629.07
WBGene00000671	Y41C4A.19.1	1052.00	907.85	319.05	14.75	17.25
WBGene00000672	ZK1010.7.1	1186.00	1041.85	106.00	4.27	4.99
WBGene00000673	F14F7.1.1	1039.00	894.85	7291.00	342.01	400.00
WBGene00000674	F29C4.8a.1,F29C4.8b.1,F29C4.8c.1,F29C4.8d.1,F29C4.8e.1,F29C4.8f.1,F29C4.8g.1,F29C4.8h.1,F29C4.8i.1,F29C4.8j.1,F29C4.8k.1,F29C4.8l.1,F29C4.8m.1,F29C4.8n.1,F29C4.8o.1,F29C4.8p.1,F29C4.8q.1	2088.00	1943.85	24.00	0.52	0.61
WBGene00000675	K02D7.3a.1,K02D7.3b.1	1058.48	914.33	23861.00	1095.43	1281.18
WBGene00000676	C18H7.3.1	1438.00	1293.85	0.00	0.00	0.00
WBGene00000677	F56B3.1.1	1170.00	1025.85	4126.00	168.83	197.46
WBGene00000678	F58F6.1.1	921.00	776.85	85.00	4.59	5.37
WBGene00000679	F58F6.2.1	953.00	808.85	0.00	0.00	0.00
WBGene00000680	Y77E11A.15.1	891.00	746.85	19390.00	1089.79	1274.59
WBGene00000681	C34H4.4.1	938.00	793.85	96.00	5.08	5.94
WBGene00000682	Y41D4A.2.1	983.00	838.85	3.00	0.15	0.18
WBGene00000683	Y38C1BA.3.1	1145.00	1000.85	62.00	2.60	3.04
WBGene00000684	F19C7.7.1	1018.00	873.85	30.00	1.44	1.69
WBGene00000685	F29B9.9a.1,F29B9.9b.1	859.38	715.23	39.00	2.29	2.68
WBGene00000687	C34D4.15a.1,C34D4.15b.1	1088.51	944.36	55.00	2.44	2.86
WBGene00000688	D2024.8.1	1024.00	879.85	0.00	0.00	0.00
WBGene00000689	Y42H9B.1.1	1300.00	1155.85	6.00	0.22	0.25
WBGene00000690	F17E9.1.1	1877.00	1732.85	30.63	0.74	0.87
WBGene00000691	T28C6.4.1	975.00	830.85	367.43	18.56	21.71
WBGene00000692	T11B7.3a.1,T11B7.3b.1	947.00	802.85	308.00	16.10	18.83
WBGene00000693	C53B4.5.1	870.00	725.85	52985.49	3064.15	3583.72
WBGene00000694	Y11D7A.11.1	1035.00	890.85	50.00	2.36	2.76
WBGene00000695	F56D5.1.1	1196.00	1051.85	13.00	0.52	0.61
WBGene00000696	T05A1.2.1	957.00	812.85	35667.00	1841.86	2154.17
WBGene00000697	W08D2.6.1	1141.00	996.85	4.00	0.17	0.20
WBGene00000698	C24F3.6.1	1117.00	972.85	20494.07	884.26	1034.20
WBGene00000699	C29F4.1.1	941.00	796.85	101.90	5.37	6.28
WBGene00000700	F54D1.2.1	951.00	806.85	41.00	2.13	2.49
WBGene00000701	F54D1.3.1	1237.00	1092.85	0.00	0.00	0.00
WBGene00000702	F12F6.9.1	1352.00	1207.85	3.00	0.10	0.12
WBGene00000703	M18.1a.1,M18.1b.1	990.89	846.73	1698.00	84.18	98.45
WBGene00000704	F08G5.4.1	960.00	815.85	45.00	2.32	2.71
WBGene00000705	C39E9.3.1	976.00	831.85	0.00	0.00	0.00
WBGene00000706	C39E9.9.1	831.00	686.85	0.00	0.00	0.00
WBGene00000707	F52B11.4.1	962.00	817.85	297.02	15.24	17.83
WBGene00000708	M199.5a.1,M199.5b.1	1862.31	1718.16	194.00	4.74	5.54
WBGene00000709	Y51H4A.28	867.00	722.85	0.00	0.00	0.00
WBGene00000710	Y51H4A.9.1	1133.00	988.85	15.00	0.64	0.74
WBGene00000711	C52D10.13.1	846.00	701.85	146.00	8.73	10.21
WBGene00000712	F41F3.4.1	993.00	848.85	1447.00	71.55	83.69
WBGene00000713	F26F12.1.1	932.00	787.85	46995.99	2503.90	2928.48
WBGene00000714	T15B7.5.1	991.00	846.85	19.00	0.94	1.10
WBGene00000715	T15B7.4.1	1031.00	886.85	2196.49	103.96	121.59
WBGene00000716	T15B7.3.1	1020.00	875.85	8844.51	423.88	495.76
WBGene00000717	B0222.6.1	1009.00	864.85	580.26	28.16	32.94
WBGene00000718	B0222.7.1	960.00	815.85	30.70	1.58	1.85
WBGene00000719	T06E4.6.1	939.00	794.85	136.48	7.21	8.43
WBGene00000720	T06E4.4.1	1178.00	1033.85	354.52	14.39	16.83
WBGene00000721	C12D8.8.1	991.00	846.85	4.00	0.20	0.23
WBGene00000722	B0024.1.1	1044.00	899.85	142.00	6.62	7.75
WBGene00000723	B0024.2.1	1008.00	863.85	122.00	5.93	6.93
WBGene00000724	AC3.6.1	978.00	833.85	1.00	0.05	0.06
WBGene00000725	F32G8.5.1	987.00	842.85	1.00	0.05	0.06
WBGene00000726	F17C11.3.1	1341.00	1196.85	99.00	3.47	4.06
WBGene00000727	F55C10.2.1	1103.00	958.85	54.44	2.38	2.79
WBGene00000728	F55C10.3.1	958.00	813.85	418.95	21.61	25.27
WBGene00000729	F57B7.3.1	986.00	841.85	28.00	1.40	1.63
WBGene00000730	T11F9.9.1	953.00	808.85	39.62	2.06	2.40
WBGene00000731	D2023.7.1	1215.00	1070.85	196.00	7.68	8.99
WBGene00000732	F57B1.3.1,F57B1.3.2,F57B1.3.3	1058.00	913.85	834.77	38.34	44.85
WBGene00000733	F57B1.4.1,F57B1.4.2,F57B1.4.3	1089.16	945.01	9136.23	405.82	474.63
WBGene00000734	C50B6.4.1	936.00	791.85	139.43	7.39	8.64
WBGene00000735	Y2H9A.3.1	930.00	785.85	133.57	7.13	8.34
WBGene00000736	F46B3.17.1	2289.00	2144.85	0.00	0.00	0.00
