"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00018777","WBGene00018777","CSR",1036.134,924.182,9071.849,9287.843,9.368,0
"WBGene00003550","nas-32","unk",105.47,124.424,2472.518,2529.668,21.729,0
"WBGene00017405","bath-31","WAGO",3121.06,3094.172,38.44,26.561,-97.501,0
"WBGene00001885","his-11","histone",86.907,90.775,2401.129,2159.939,25.649,0
"WBGene00001889","his-15","histone",86.907,90.775,2401.129,2159.939,25.649,0
"WBGene00001918","his-44","histone",86.907,90.775,2401.129,2159.939,25.649,0
"WBGene00000463","ceh-43","WAGO",970.321,812.279,9185.796,9573.639,10.528,0
"WBGene00001877","his-3","histone",58.219,53.995,2075.762,1933.639,35.751,0
"WBGene00015271","WBGene00015271","WAGO",1097.729,1048.607,8841.208,8781.06,8.211,0
"WBGene00021219","WBGene00021219","WAGO",1097.729,1048.607,8841.208,8781.06,8.211,0
"WBGene00020486","WBGene00020486","WAGO",2532.117,2537.002,78.253,80.745,-31.84,0
"WBGene00013730","sql-1","CSR",874.133,834.973,7447.757,7325.518,8.645,0
"WBGene00019447","WBGene00019447","WAGO",2760.775,2596.475,19344.949,19886.737,7.324,0
"WBGene00009323","best-13","WAGO",2803.807,2712.292,48.05,32.936,-69.408,0
"WBGene00013603","soem-1","WAGO",2613.961,2540.915,63.151,48.872,-46.563,0
"WBGene00018663","math-31","WAGO",150.189,140.075,2542.534,2521.168,17.454,0
"WBGene00271598","WBGene00271598","unk",811.695,788.803,6932.935,7463.635,8.997,0
"WBGene00003235","mif-2","WAGO",1544.92,1314.671,13894.7,13088.188,9.438,0
"WBGene00001111","duo-2","WAGO",3116.841,3205.293,167.489,127.493,-21.62,0
"WBGene00007839","WBGene00007839","WAGO",184.783,202.678,2877.511,2929.145,14.978,0
"WBGene00219918","WBGene00219918","unk",2858.651,2925.143,45.304,25.499,-84.104,0
"WBGene00012742","WBGene00012742","unk",2747.275,2599.605,115.32,105.181,-24.331,0
"WBGene00009070","WBGene00009070","WAGO",207.564,220.677,3024.407,2974.83,14.003,0
"WBGene00012096","WBGene00012096","WAGO",2770.056,2654.383,41.186,31.873,-75.228,0
"WBGene00003593","nfm-1","WAGO",2850.213,2729.508,50.796,27.623,-73.304,0
"WBGene00022686","WBGene00022686","WAGO",784.695,874.882,7427.164,7900.298,9.234,0
"WBGene00019266","WBGene00019266","WAGO",2727.025,2580.042,37.067,35.06,-73.787,0
"WBGene00013666","WBGene00013666","WAGO",3695.659,3699.86,282.809,247.548,-13.991,0
"WBGene00305685","WBGene00305685","unk",6060.711,6481.015,650.735,583.279,-10.18,0
"WBGene00019441","WBGene00019441","unk",4169.007,4030.875,341.842,295.358,-12.911,0
"WBGene00015469","WBGene00015469","WAGO",4665.98,4411.973,381.655,318.732,-13.009,0
"WBGene00022100","WBGene00022100","ERGO",4089.693,3940.883,26161.191,27004.017,6.621,0
"WBGene00013575","acs-5","WAGO",3930.223,3954.969,25425.339,25572.911,6.468,0
"WBGene00009072","WBGene00009072","WAGO",203.346,211.286,2834.953,2796.34,13.577,0
"WBGene00018223","bath-13","WAGO",3288.967,3537.874,215.539,242.236,-14.868,0
"WBGene00010003","WBGene00010003","WAGO",2454.491,2418.056,41.186,37.185,-62.493,0
"WBGene00017188","WBGene00017188","WAGO",403.316,382.663,4014.238,4220.008,10.48,0
"WBGene00019729","WBGene00019729","WAGO",2832.495,2950.967,149.642,110.494,-22.457,0
"WBGene00017979","WBGene00017979","WAGO",3004.621,2589.432,48.05,27.623,-75.927,0
"WBGene00197552","WBGene00197552","unk",1117.135,1074.431,8554.281,8248.778,7.667,0
"WBGene00009220","WBGene00009220","CSR",639.568,592.385,5452.994,5576.743,8.956,0
"WBGene00014213","WBGene00014213","WAGO",2413.147,2318.673,97.473,95.62,-24.523,0
"WBGene00008776","WBGene00008776","WAGO",2477.273,2472.834,35.694,29.748,-76.364,0
"WBGene00018615","WBGene00018615","WAGO",2634.211,2642.645,28.83,26.561,-95.688,0
"WBGene00017152","WBGene00017152","WAGO",1269.012,1239.547,8970.257,9221.972,7.253,0
"WBGene00007600","WBGene00007600","WAGO",2668.806,2327.281,35.694,33.998,-71.858,0
"WBGene00009988","WBGene00009988","WAGO",2186.176,2274.85,46.677,40.373,-51.612,0
"WBGene00015732","WBGene00015732","unk",48.094,67.299,1853.359,1832.708,31.827,0
"WBGene00007941","WBGene00007941","WAGO",2426.647,2274.85,50.796,31.873,-58.164,0
"WBGene00195030","WBGene00195030","unk",2867.932,2375.798,49.423,30.811,-66.821,0
"WBGene00050756","Y73F8A.488","piRNA",2741.369,2577.694,35.694,20.186,-98.083,0
"WBGene00171279","Y73F8A.901","piRNA",2741.369,2577.694,35.694,20.186,-98.083,0
"WBGene00019446","WBGene00019446","WAGO",737.444,739.502,5798.954,6068.653,8.036,0
"WBGene00021927","abhd-14","WAGO",2737.15,2604.301,168.862,157.241,-16.416,0
"WBGene00021645","WBGene00021645","WAGO",2370.115,2118.342,57.66,47.81,-42.918,0
"WBGene00020457","fbxa-67","WAGO",5954.398,6045.139,718.005,736.27,-8.248,0
"WBGene00018662","math-30","unk",65.813,64.168,1882.189,1692.466,27.496,0
"WBGene00001919","his-45","histone",162.001,145.553,2409.367,2295.931,15.308,0
"WBGene00001929","his-55","histone",162.001,145.553,2409.367,2295.931,15.308,0
"WBGene00189980","WBGene00189980","unk",3842.472,4330.589,288.3,338.918,-12.987,0
"WBGene00012368","fbxa-93","WAGO",218.533,225.372,2729.243,2697.533,12.222,0
"WBGene00013672","catp-1","WAGO",2195.457,2058.869,63.151,57.372,-35.448,0
"WBGene00189952","WBGene00189952","ALG",2465.46,2291.284,31.576,29.748,-77.806,0
"WBGene00015987","WBGene00015987","unk",117.282,97.035,2041.441,2074.944,19.239,0
"WBGene00013321","WBGene00013321","WAGO",2594.555,2625.429,35.694,18.061,-100.647,0
"WBGene00010756","WBGene00010756","unk",2148.207,2051.826,71.389,67.996,-30.194,0
"WBGene00013736","gtf-2A2","WAGO",2431.71,2449.357,76.88,40.373,-42.759,0
"WBGene00016077","WBGene00016077","unk",2174.364,2385.189,32.949,33.998,-68.003,0
"WBGene00008932","WBGene00008932","WAGO",2377.709,2274.85,42.559,25.499,-70.152,0
"WBGene00021301","WBGene00021301","WAGO",2037.675,2057.304,54.914,56.309,-36.776,0
"WBGene00010575","flp-25","unk",189.002,185.463,2420.349,2579.602,13.357,0
"WBGene00045043","WBGene00045043","WAGO",4377.415,4203.035,424.213,359.104,-10.989,0
"WBGene00000545","clp-4","WAGO",2255.364,2202.074,38.44,28.686,-67.409,0
"WBGene00018634","pigx-1","WAGO",2320.334,2455.618,30.203,25.499,-86.524,0
"WBGene00201351","WBGene00201351","unk",32.063,60.256,1915.138,1937.889,41.458,0
"WBGene00017422","WBGene00017422","WAGO",2222.458,2033.827,39.813,40.373,-53.041,0
"WBGene00001893","his-19","histone",61.594,53.213,1648.803,1619.157,28.509,0
"WBGene00001895","his-21","histone",61.594,53.213,1648.803,1619.157,28.509,0
"WBGene00001925","his-51","histone",61.594,53.213,1648.803,1619.157,28.509,0
"WBGene00001927","his-53","histone",61.594,53.213,1648.803,1619.157,28.509,0
"WBGene00007139","mnp-1","WAGO",2803.807,2549.523,34.321,15.937,-110.868,0
"WBGene00044586","WBGene00044586","WAGO",3380.093,3483.878,311.639,318.732,-10.883,0
"WBGene00006594","tom-1","ALG",2287.427,2184.858,76.88,46.747,-36.937,0
"WBGene00001883","his-9","histone",97.876,88.427,1867.088,1805.084,19.726,0
"WBGene00001887","his-13","histone",97.876,88.427,1867.088,1805.084,19.726,0
"WBGene00001899","his-25","histone",97.876,88.427,1867.088,1805.084,19.726,0
"WBGene00005061","sra-35","WAGO",2440.991,2553.435,24.711,22.311,-106.815,0
"WBGene00020450","fbxa-10","WAGO",2121.207,1975.919,57.66,44.622,-40.528,0
"WBGene00020778","WBGene00020778","WAGO",2148.207,2058.869,31.576,38.248,-59.675,0
"WBGene00010868","somi-1","WAGO",2482.335,2421.186,28.83,20.186,-101.998,0
"WBGene00016641","WBGene00016641","WAGO",2935.433,2650.471,23.339,18.061,-136.86,0
"WBGene00019588","WBGene00019588","unk",65.813,86.862,1824.529,1790.21,23.612,0
"WBGene00014082","WBGene00014082","ALG",1949.924,2245.114,46.677,52.06,-42.282,0
"WBGene00019434","nmtn-1","WAGO",2061.3,2113.647,28.83,37.185,-62.437,0
"WBGene00013832","WBGene00013832","WAGO",3364.062,3189.642,19489.099,19454.324,5.942,0
"WBGene00001881","his-7","histone",45.563,42.257,1485.433,1501.227,34.042,0
"WBGene00004933","sod-4","WAGO",2540.554,2360.93,28.83,19.124,-104.51,0
"WBGene00049520","Y51H4A.309","piRNA",2192.082,2436.054,20.593,31.873,-86.262,0
"WBGene00016552","WBGene00016552","WAGO",1344.95,1263.023,8642.144,8849.056,6.708,0
"WBGene00001933","his-59","histone",130.782,124.424,2078.508,1929.39,15.706,0
"WBGene00019831","WBGene00019831","CSR",483.473,386.576,5134.491,4581.238,11.173,0
"WBGene00194896","WBGene00194896","unk",2560.805,2374.233,167.489,158.303,-15.173,0
"WBGene00200434","WBGene00200434","unk",2136.394,1913.316,75.507,76.496,-26.626,0
"WBGene00010209","fbxa-191","WAGO",291.94,273.89,2924.189,2889.835,10.278,0
"WBGene00018862","wago-2","WAGO",4838.95,4725.773,588.956,588.591,-8.123,0
"WBGene00002264","lec-1","WAGO",425.254,469.525,4390.401,3974.585,9.343,0
"WBGene00013531","WBGene00013531","WAGO",1832.642,1983.745,54.914,56.309,-34.277,0
"WBGene00049290","F02H6.25","piRNA",2244.395,2378.929,30.203,19.124,-96.065,0
"WBGene00018148","WBGene00018148","unk",114.751,113.469,1878.07,1825.271,16.227,0
"WBGene00000685","col-111","WAGO",5902.085,5872.197,31766.572,32409.707,5.451,0
"WBGene00005147","srd-70","WAGO",2364.209,2303.805,23.339,21.249,-105.235,0
"WBGene00006939","wee-1.2","WAGO",2546.461,2637.168,23.339,15.937,-134.846,0
"WBGene00004976","spe-41","ALG",496.973,545.432,4272.336,4497.305,8.411,0
"WBGene00001937","his-63","histone",153.564,137.727,2236.386,2030.321,14.654,0
"WBGene00219609","linc-7","unk",10371.469,9395.203,1455.23,1410.919,-6.898,0
"WBGene00196388","WBGene00196388","unk",2233.427,2026.002,38.44,22.311,-72.07,0
"WBGene00021726","bath-10","WAGO",1996.331,1991.57,26.084,31.873,-68.097,0
"WBGene00002088","ins-5","WAGO",2033.456,2274.85,19.22,35.06,-77.052,0
"WBGene00044502","WBGene00044502","WAGO",4984.077,4791.506,26757.011,28371.376,5.64,0
"WBGene00044726","WBGene00044726","WAGO",307.972,335.711,3076.576,3061.95,9.532,0
"WBGene00001076","dpy-17","unk",21.938,28.172,1374.231,1546.911,58.124,0
"WBGene00018658","bath-22","WAGO",2106.863,1968.876,46.677,23.374,-60.148,0
"WBGene00019365","rei-2","WAGO",1956.674,1972.007,30.203,26.561,-69.681,0
"WBGene00015989","WBGene00015989","WAGO",2660.368,2642.645,211.42,166.803,-14.112,0
"WBGene00015016","bath-14","WAGO",2531.273,2792.893,208.674,210.363,-12.704,0
"WBGene00045994","R05A10.13","piRNA",2241.864,3229.552,38.44,23.374,-90.592,0
"WBGene00021402","WBGene00021402","unk",2109.394,2184.076,137.286,113.681,-17.216,0
"WBGene00044503","WBGene00044503","WAGO",2042.737,1925.837,24.711,28.686,-73.738,0
"WBGene00015502","madf-7","WAGO",1873.986,1871.059,79.626,57.372,-27.707,0
"WBGene00014977","WBGene00014977","WAGO",10212.843,9963.328,52039.573,51570.798,5.135,0
"WBGene00013157","WBGene00013157","WAGO",901.977,927.313,6232.777,6017.656,6.696,0
"WBGene00020527","WBGene00020527","WAGO",1753.328,1976.702,37.067,36.123,-51.033,0
"WBGene00049723","T23G4.42","piRNA",1819.142,2198.944,30.203,35.06,-61.127,0
"WBGene00166945","T23G4.70","piRNA",1819.142,2198.944,30.203,35.06,-61.127,0
"WBGene00014836","WBGene00014836","WAGO",40037.989,39539.514,7705.855,7777.055,-5.14,0
"WBGene00003600","nhr-1","WAGO",2414.834,2318.673,120.812,70.121,-25.242,0
"WBGene00007486","WBGene00007486","unk",10655.816,9680.048,1587.024,1550.099,-6.483,0
"WBGene00021913","cec-8","WAGO",1685.828,1820.193,43.931,43.56,-40.091,0
"WBGene00049693","Y57G11C.386","piRNA",2062.144,1923.489,26.084,24.436,-79.163,0
"WBGene00022608","madf-9","WAGO",1817.454,1954.008,48.05,27.623,-51.174,0
"WBGene00018577","asna-2","WAGO",1730.547,1741.157,38.44,47.81,-39.843,0
"WBGene00009221","acs-2","WAGO",1787.923,1768.546,31.576,36.123,-52.181,0
"WBGene00016585","oac-59","WAGO",1904.361,1808.455,91.982,76.496,-22.194,0
"WBGene00010433","WBGene00010433","WAGO",2519.46,2340.584,186.709,152.991,-14.388,0
"WBGene00008690","WBGene00008690","WAGO",1866.392,1992.353,30.203,23.374,-73.008,0
"WBGene00021095","mlt-8","WAGO",2204.739,1873.406,50.796,25.499,-55.153,0
"WBGene00197474","WBGene00197474","unk",2102.644,1882.797,109.829,93.495,-19.712,0
"WBGene00013234","fbxb-24","WAGO",2053.706,1986.875,34.321,16.999,-81.651,0
"WBGene00004056","pmk-2","WAGO",1900.142,1878.884,19.22,38.248,-63.613,0
"WBGene00019139","bath-1","WAGO",2057.925,2012.699,118.066,83.933,-20.393,0
"WBGene00001814","haf-4","WAGO",3861.035,3421.275,21485.235,21408.149,5.891,0
"WBGene00219315","WBGene00219315","WAGO",2299.24,2477.529,16.474,18.061,-137.605,0
"WBGene00012554","WBGene00012554","WAGO",1884.955,1781.849,23.339,32.936,-64.027,0
"WBGene00047859","Y73F8A.237","piRNA",2054.55,3187.295,34.321,40.373,-69.709,0
"WBGene00010734","parn-1","ALG",5220.329,5064.614,643.871,722.459,-7.515,0
"WBGene00021509","WBGene00021509","unk",2934.589,2864.105,304.775,296.421,-9.651,0
"WBGene00017796","WBGene00017796","unk",3057.778,3109.823,16201.103,16268.069,5.264,0
"WBGene00019360","neto-1","WAGO",1723.797,1749.765,35.694,27.623,-55.581,0
"WBGene00012758","WBGene00012758","WAGO",2026.706,1970.441,32.949,14.874,-87.104,0
"WBGene00077756","WBGene00077756","WAGO",2480.648,2462.661,19.22,12.749,-158.309,0
"WBGene00049262","Y73F8A.362","piRNA",1809.016,2323.368,41.186,23.374,-65.75,0
"WBGene00001932","his-58","histone",212.627,192.505,2402.502,2179.063,11.311,0
"WBGene00001940","his-66","histone",212.627,192.505,2402.502,2179.063,11.311,0
"WBGene00009962","WBGene00009962","ALG",1958.362,1765.415,90.609,101.994,-19.25,0
"WBGene00077761","zip-9","unk",1830.11,1772.458,83.744,100.932,-19.374,0
"WBGene00009361","WBGene00009361","WAGO",1596.39,1680.118,38.44,49.935,-36.636,0
"WBGene00195142","WBGene00195142","WAGO",1663.046,2076.085,38.44,31.873,-53.663,0
"WBGene00008937","srt-43","WAGO",1844.454,1857.755,26.084,21.249,-79.087,0
"WBGene00045166","WBGene00045166","WAGO",376.316,365.447,3069.712,3013.078,8.201,0
"WBGene00305271","WBGene00305271","unk",1830.954,1709.072,72.761,90.307,-21.531,0
"WBGene00003884","osm-3","WAGO",10883.63,10708.309,51583.784,52934.97,4.841,0
"WBGene00044436","WBGene00044436","WAGO",1776.11,1683.248,34.321,24.436,-59.908,0
"WBGene00009020","WBGene00009020","WAGO",2047.8,2023.654,20.593,18.061,-106.103,0
"WBGene00050947","WBGene00050947","WAGO",1988.737,1855.408,28.83,16.999,-86.277,0
"WBGene00018456","fbxc-39","WAGO",1894.236,1889.84,24.711,19.124,-87.543,0
"WBGene00047906","H25K10.32","piRNA",1718.734,2110.517,27.457,24.436,-74.244,0
"WBGene00019131","bath-12","WAGO",1620.858,1753.677,60.406,76.496,-24.42,0
"WBGene00020756","WBGene00020756","WAGO",2083.238,2072.172,17.847,18.061,-115.644,0
"WBGene00012851","WBGene00012851","WAGO",1992.956,1986.875,21.966,16.999,-103.608,0
"WBGene00018929","WBGene00018929","unk",2003.081,1755.242,105.71,88.182,-19.506,0
"WBGene00007769","WBGene00007769","WAGO",2095.05,2008.004,13.729,22.311,-110.897,0
"WBGene00010584","WBGene00010584","WAGO",1540.702,1419.532,8562.518,8784.247,5.861,0
"WBGene00303011","WBGene00303011","unk",1525.514,1626.123,39.813,46.747,-36.143,0
"WBGene00003124","mai-1","WAGO",1689.203,1748.199,38.44,21.249,-59.327,0
"WBGene00015531","WBGene00015531","unk",24.469,28.954,1194.387,1204.806,44.809,0
"WBGene00016558","pks-1","WAGO",10509.846,10687.18,1891.799,1970.825,-5.486,0
"WBGene00017950","WBGene00017950","unk",22.781,25.041,1165.557,1332.299,52.196,0
"WBGene00009657","WBGene00009657","WAGO",1878.205,1638.644,28.83,24.436,-66.585,0
"WBGene00044443","WBGene00044443","WAGO",1829.267,1997.048,20.593,20.186,-93.939,0
"WBGene00010197","WBGene00010197","WAGO",2093.363,1969.659,137.286,98.807,-17.391,0
"WBGene00011497","WBGene00011497","WAGO",2025.018,1963.399,13.729,22.311,-107.802,0
"WBGene00007405","WBGene00007405","WAGO",1677.39,1640.209,61.779,36.123,-34.688,0
"WBGene00004509","rrf-2","WAGO",2489.085,2252.157,183.963,133.867,-15.047,0
"WBGene00015562","WBGene00015562","WAGO",511.317,456.222,3625.719,3822.656,7.703,0
"WBGene00020753","WBGene00020753","unk",94.501,82.167,1451.111,1498.039,16.716,0
"WBGene00010726","WBGene00010726","WAGO",2475.585,2259.2,216.912,198.676,-11.418,0
"WBGene00045056","WBGene00045056","WAGO",2129.644,2001.743,23.339,12.749,-118.369,0
"WBGene00001922","his-48","histone",197.439,181.55,2196.574,1996.323,11.065,0
"WBGene00007076","WBGene00007076","WAGO",1753.328,1619.863,87.863,66.934,-22.018,0
"WBGene00043989","WBGene00043989","WAGO",1753.328,1619.863,87.863,66.934,-22.018,0
"WBGene00000647","col-71","WAGO",7160.128,6792.467,33883.52,33472.146,4.828,0
"WBGene00011531","rsbp-1","WAGO",1679.078,1678.553,37.067,19.124,-61.777,0
"WBGene00001903","his-29","histone",55.688,42.257,1317.944,1231.367,26.098,0
"WBGene00001908","his-34","histone",55.688,42.257,1317.944,1231.367,26.098,0
"WBGene00021669","WBGene00021669","WAGO",3611.283,3240.508,18297.458,19207.838,5.474,0
"WBGene00020852","nhr-228","WAGO",1603.14,1651.947,30.203,22.311,-62.977,0
"WBGene00013233","sdz-33","WAGO",1657.14,1673.075,31.576,19.124,-67.429,0
"WBGene00014811","WBGene00014811","WAGO",1613.265,1451.616,53.541,54.184,-28.433,0
"WBGene00001247","elo-9","WAGO",1688.359,1569.78,28.83,23.374,-63.097,0
"WBGene00018228","WBGene00018228","unk",75.938,83.732,1345.401,1419.419,17.305,0
"WBGene00016110","npr-11","WAGO",1767.672,1885.927,17.847,20.186,-95.419,0
"WBGene00020723","WBGene00020723","WAGO",4630.542,4605.261,21710.384,22701.138,4.809,0
"WBGene00016565","WBGene00016565","WAGO",3438.313,3204.511,16693.959,16759.978,5.036,0
"WBGene00001906","his-32","histone",45.563,41.475,1143.591,1183.557,26.771,0
"WBGene00013094","WBGene00013094","CSR",464.91,433.528,3241.319,3292.499,7.275,0
"WBGene00008111","WBGene00008111","WAGO",8422.389,7839.509,1415.417,1281.302,-6.035,0
"WBGene00010491","WBGene00010491","ALG",1799.735,1650.382,28.83,15.937,-79.514,0
"WBGene00048531","Y57G11C.293","piRNA",1508.639,1830.366,31.576,24.436,-60.392,0
"WBGene00021976","WBGene00021976","WAGO",2039.362,1870.276,12.356,20.186,-116.973,0
"WBGene00001638","gly-13","WAGO",2656.993,2535.437,271.826,294.296,-9.155,0
"WBGene00013352","lon-8","WAGO",2594.555,2450.14,244.369,275.172,-9.683,0
"WBGene00007124","WBGene00007124","WAGO",1431.857,1563.519,31.576,27.623,-50.946,0
"WBGene00008945","WBGene00008945","WAGO",1411.607,1465.702,57.66,57.372,-25.019,0
"WBGene00021146","lgc-45","unk",26.156,48.518,1253.42,1317.425,34.202,0
"WBGene00200024","WBGene00200024","unk",23.625,32.867,1166.93,1087.938,39.733,0
"WBGene00021664","WBGene00021664","unk",2640.962,2407.883,249.86,269.86,-9.697,0
"WBGene00009511","WBGene00009511","WAGO",34455.689,32376.122,7147.101,6859.107,-4.772,0
"WBGene00023209","WBGene00023209","WAGO",1701.859,1697.334,13.729,24.436,-86.415,0
"WBGene00022749","WBGene00022749","WAGO",1766.829,1648.034,119.439,109.431,-14.964,0
"WBGene00049367","Y105C5A.383","piRNA",1488.389,1693.422,35.694,20.186,-58.585,0
"WBGene00017828","WBGene00017828","WAGO",2377.709,2191.118,225.149,227.362,-10.093,0
"WBGene00002222","klp-11","WAGO",1657.14,1792.022,19.22,18.061,-92.841,0
"WBGene00007489","WBGene00007489","ALG",1356.762,1443.008,45.304,38.248,-33.776,0
"WBGene00046248","Y116A8C.70","piRNA",1620.858,2535.437,30.203,33.998,-64.418,0
"WBGene00016271","irld-23","unk",773.726,773.152,4684.193,4535.553,5.96,0
"WBGene00022354","WBGene00022354","WAGO",1640.265,1440.66,37.067,21.249,-54.292,0
"WBGene00168252","Y57G11C.709","piRNA",1603.14,2383.624,24.711,25.499,-79.297,0
"WBGene00046403","Y51H4A.90","piRNA",1665.578,1802.195,15.101,20.186,-96.733,0
"WBGene00012933","mib-1","WAGO",1339.043,1558.824,46.677,41.435,-33.069,0
"WBGene00008930","WBGene00008930","unk",1363.512,1392.925,48.05,38.248,-32.279,0
"WBGene00021835","WBGene00021835","WAGO",1652.921,1711.42,13.729,22.311,-90.964,0
"WBGene00304806","WBGene00304806","unk",3781.722,3667.776,17350.185,17246.575,4.644,0
"WBGene00000081","ads-1","WAGO",11097.101,10358.512,2097.728,2095.13,-5.117,0
"WBGene00050862","Y105C5B.610","piRNA",1463.92,1420.314,38.44,22.311,-48.764,0
"WBGene00010295","fbxa-193","WAGO",1448.732,1415.619,71.389,54.184,-23.068,0
"WBGene00022951","WBGene00022951","unk",3506.657,3423.623,373.418,259.235,-11.024,0
"WBGene00012366","maea-1","WAGO",1468.982,1457.876,74.134,49.935,-23.969,0
"WBGene00003589","nex-2","unk",316.409,521.956,78001.699,78359.139,186.451,0
"WBGene00022315","WBGene00022315","WAGO",1431.857,1288.847,39.813,39.31,-34.403,0
"WBGene00018310","WBGene00018310","WAGO",6811.656,6866.026,29793.774,30232.769,4.389,0
"WBGene00016512","WBGene00016512","WAGO",1465.607,1399.186,27.457,22.311,-58.188,0
